,Whisky,Review
3631,Glenturret 10-year-old - Peat Smoked  2020 Maiden Release,"Ofcourse peat and smoke to start with. A great campfire is starting to develop in my nose and afterwards some ashes. Notes of salted meat and sea-salt. A sweet note of vanilla. After a while I smell fruity notes like lemon, apples and peaches.Peat and smoke. Complemented by ashes and salt. A soily taste with leafs and wet oak follows up. Not much fruit on the palate, but a note of apples. Some leather, followed by a hint of plasters. At the end some burned caramel and espresso with sugar.Medium-long. Smoke and ashes, accompanied by a little note of white pepper. The leathers lingers on and at the end some vanilla."
3632,Glenturret 10-year-old - Peat Smoked  2020 Maiden Release,"If you like Springbank, I think you'll love this. It's dirty and sweet. Nothing to complex, but very powerful and everything is good integrated.... and for this price it's a really great VFM"
3633,Glenturret 10-year-old - Peat Smoked  2020 Maiden Release,"Quite a nice and tasty smoky malt that hardly does anything wrong, but also cannot offer too much. Most of it is made by the aromatic smoke in connection with the strong but never intrusive honey / fruit sweetness.In the first moment, smoke arrives. A bit resinous, but otherwise quite harmonious and round smoke. Hardly anything of the alcohol can be felt. A nice sweetness is followed by light fruit notes like red apple and vineyard peach. Somehow the furry of the peaches is there too. Now some alcohol comes through too. All in all very ""fat"", ""dense"" and tasty but not too much to get out ofHeavy smoke is followed by a strong kick. Not overly alcoholic but with a lot of thump. The sweet but also the slightly furry one lays on the tongue. The fruits come to the fore. Honey and a saltiness comes through. Again tasty but unfortunately not particularly complexThe finish is relatively long. But that's because of the 50% and the smoke. The rest is done by the always present, light sweet. The weakest link in the chain"
3634,Glenturret 12-year-old  2020 Maiden Release,"Delicate whisky that tastes good to me with a typical Glenturret character: tropical-floral-fruity with a very long finish. I recommend trying itHerbs, then dark fruits, oranges, light vanilla and honeyFirst peppery, then distinctly tropical fruits and light floral notes paired with oak wood in interplayVery fruity and fresh, oranges, apricots, honey, pineapples and tropical fruits, very long finish"
3635,Glenturret 12-year-old  2020 Maiden Release,"Thick oil, really full flavour. Real matured whisky flavour. Value for money. Same fullness as In structure I recognise at some Macallans. I think Glenturret is an undervalued distillery.White chocolateCitrusRed orangesWoodOily, full flavour.Grapefruits PeachesHoneyDadesWoodHoneyCitrusLight eucalyptus"
3636,Glenturret 12-year-old  2020 Maiden Release,"Almost completely wood-driven, and extremely herbal/tart, but very charismatic.Say what you want, but this really is a different take on a twelve-year-old entry-level bottling. Very woody, to be sure, but also... interesting. As was to be expected, the tart, spicy and dark aromas predominate. I find branches and twigs, resin and tree sap, a sense of autumn leaves and damp forest floor, as well as essential oils of pine, fir and eukalyptus. No idea what was in those European oak casks before they filled them with spirit, but since there is not too much fruitiness, it doesn't seem like they were all ex-sherry casks (perhaps some virgin oak or wine barriques in the mix?). With time – once the brain begins to fade out the onslaught of oak – some dried fruit and nutty aromas emerge, as well as licorice root and bitter, overstewed black tea. Too tart and oak-heavy for my taste, but, you can't deny that they went against the (wood) grain with this one, and as a result produced a truly different 12-year-old that shows a lot of depth and character (though, it has to be said, very little distillery character).There is some savory, slightly salty sweetness from the get-go, so here the ex-sherry casks do make their presence felt. I like that the oak, while super-present, is not ""spiky"", harsh or peppery, which could've easily happened, I guess. It's actually very mild for 46 percent, and the mouthfeel can well be described as silky, buttery, perhaps even oily. Tastewise there's cashew, caramel, raisin, honey, as well as all of the herbal and arboreal aromas that the nose already announced. Still way too tart, spicy, herbal and woody, but I'm impressed by the texture.Very herbal, showing eukalyptus, camphor, rosemary, but also nicely oily and resiny, with some welcome berry-fruit sweetness, a good texture and staying power."
3637,Glenturret 12-year-old  2020 Maiden Release,"Several online sources raved about this bottling, which made me very curious. However for me an overly large dose of European oak and a background floral-varnish aroma dampen the experience. A decent sherried whisky."
3638,Glenturret 12-year-old  2020 Maiden Release,"Nose: sweet sherry first, then Glenturret distillate - quite nice.Taste: same, plus spiciness. Finish: spicy.Overall: a very good 12 yo whisky."
3639,Glenturret 12-year-old  2020 Maiden Release,"Nose: raisins and red currant, baking chocolate, dried leather, some oak planks, a little salty, figs fresh and walnut oil, some varnish. With water more chocolate and coffeePalate: raisins and leather and tobacco pouch, some fresh berries. Flatter with water.Finish: a hint of bitter herbaceousness, sugar and leather and some flint. With water more bitter."
3640,Glenturret 12-year-old  2020 Maiden Release,"The “wood bill” added to the new make some depth and some typical and rich sherry notes. Nose and palate here tend to make this a Christmas dram, though honestly, don’t try to make me believe you wouldn’t drink that every other day of the year. It might have been a bit better with a slightly higher abv, though. Blind I would have said here it was bottled at 43% abv.That’s European oak for you! Sherry notes of fig and dark fruits appear, but there’s also a slight citrusy side to it. Vanilla extract and caramel make you think American white oak was involved too. This is also slightly estery. Spices, cola flavoured sweets and dunnage warehouse.Sweet and spicy arrival, slightly oily. Whisky flavoured bitter orange marmalade, milk chocolate, charred oak, with some ginger, nutmeg and pepper. There are nasturtium petals again, and a glass of a tannic red wine.Spicy and citrusy with oak in the background, medium length."
3641,Glenturret 12-year-old  2020 Maiden Release,"Glenturret 12 (2020 release) 46%. At home on Christmas eve 2020. Definitely a sulphurous note on aroma, gas, vanilla, rounded old oak. Taste is woody, impression of cream soda, pale wood, spicy warming spirit, simple woodiness. Aroma is not great, but has a better taste - ok stuff 3.25/78"
3642,Glenturret 12-year-old  2020 Maiden Release,"An exciting bottling and at the same time a nice change from the more common sweet sherry representatives. If you like it spicy, slightly sour-fresh and also slightly astringent, you can buy it here.Very nice spicy but also fresh aroma of sherry. Dried orange slices, pomegranate, cranberries, fresh mint, dark cherries, European oak, vanilla, a walk through a coniferous forest by the sea.Strong and sour. Well-integrated alcohol. Blood oranges and grapefruit, juniper, light tannins, European oak, pomegranate, mint, pepper, walnuts, cranberries.Dry, medium-long finish. Grapefruit with a little oak spice, cocoa and light tannins."
3643,Glenturret 12-year-old  2020 Maiden Release,"(blind)Red-fruity, slightly scratchy, nuts, wood but slightly damp, damp, something like rubberThe fruits are there, but not really fruity, but also the biting, moldy wood"
3644,Glenturret 15-year-old  2020 Maiden Release,"I would have expected more from that at 55%. At first clearly closed, even after a long wait. It invites you to play with water, then much more pleasing, softer in the mouth and opening up. The distillery character with the tropical-fruity-floral is well present. Personally, I like the 12 series better.Herbs, dark fruits, floral and honey notesFirst peppery and then the tropical fruits and something floralSlightly dry, tropical-fruity and floral, honey, very long finish"
3645,Glenturret 15-year-old  2020 Maiden Release,"Mirabelle. Some litchi. Fudge. Every now and then a little blueberry. A little lime oil and lemon balm. Brushwood of conifers. Forest honey. Rather fresh oak notes. Compared to the 12, it looks a bit more elegant and fuller, but it doesn't really make me buy it."
3646,Glenturret 15-year-old  2020 Maiden Release,
3647,Glenturret 15-year-old  2020 Maiden Release,"Glenturret 15 years, 55% alc. Original bottling (Maiden Release 2020). Expansion: Bourbon barrels (refilled) and sherry barrels (first filled) Nose: Fruity and powerful in the beginning, quite a few different jams. Blackberries, dried strawberries and caramelized apples. The fruit flavors are thick, sweet and syrupy. With butter biscuits and cinnamon, a little ginger. I also find old paper, a little leather, nougat and cherries. Palate: Strawberry jam meets black currants and lots of wood. Walnuts with honey, colored pepper and cinnamon. The oak strikes quite a bit, which is good for the whisky. My thoughts keep going back to the strawberry jam that has a lot to offer. Finish: Long to very long, reflects the palate very well. The wood aromas become significantly more bitter towards the end, the whisky drier. The sweet fruit aromas disappear, leaving oak wood and various spices. Conclusion: From my point of view, the sherry flavors dominate, overall a strong Glenturret with a lot of sweetness and spices. Impressively. 87/100 points (2021). www.notesofmalt.com"
